X,Y,Intersection,All Motorized Vehicles AADT (24 hour volume) ,% Trucks,Pedestrians Not Factored,Bicycles Not Factored,Data Collection Date,,,,,
369846.5513,5026831.311,HERON RD @ 155 W OF BANK ST/CANADIAN TIRE SC,38319,3.37%,121,7,2016-Dec-07,,,,,
371143.7249,5026979.536,HERON RD @ BAYCREST DR,26600,4.16%,462,11,2016-Nov-16,,,,,
371452.7271,5027012.536,HERON RD @ BRIAR HILL DR/SANDALWOOD DR,23149,3.84%,212,4,2016-Nov-16,,,,,
371808.7279,5027052.536,HERON RD @ JEFFERSON ST,24009,3.45%,250,19,2016-Nov-17,,,,,
369685.7189,5026804.536,HERON RD @ KALADAR AVE,34468,3.27%,193,6,2016-Nov-16,,,,,
352037.623,5022300.495,HERZBERG RD @ CARLING AVE,24915,0.95%,15,241,2016-Aug-10,,,,,
352323.623,5021528.488,HERZBERG RD @ MARCH RD,41018,1.92%,38,27,2016-Aug-10,,,,,
365087.994,5029808.782,HINCHEY AVE @ SCOTT ST,13893,17.10%,414,176,2016-Jul-13,,,,,
350048.971,5022873.572,HINES RD @ INNOVATION DR,6492,5.05%,134,45,2016-Jul-06,,,,,
365214.6981,5028496.552,HOLLAND AVE @ KENILWORTH ST,10672,5.19%,247,79,2016-Nov-16,,,,,
364690.6951,5029667.563,HOLLAND AVE @ YARROW ST,6788,10.48%,2483,178,2016-Oct-19,,,,,
364737.6951,5029595.562,HOLLAND AVE/TUNNEY'S PASTURE @ SCOTT ST,21762,14.44%,6015,334,2016-Oct-19,,,,,
358234.663,5023497.506,HOLLY ACRES RD @ CARLING AVE,23777,1.60%,51,50,2016-Mar-30,,,,,
368036.714,5021945.497,HUNT CLUB RD @ RIVERSIDE DR,65630,3.63%,73,131,2016-Aug-03,,,,,
370156.7241,5023121.507,HUNT CLUB RD @ UPLANDS DR,36357,5.38%,175,0,2016-Feb-10,,,,,
350267.6419,5016713.515,HUNTMAR DR @ MAPLE GROVE RD,25120,3.30%,197,1,2016-Dec-06,,,,,
349675.5921,5017365.455,HUNTMAR DR @ PALLADIUM DR S,21268,3.31%,30,31,2016-Aug-17,,,,,
349139.9559,5019551.863,HUNTSVILLE DR @ INGERSOLL CRES,1640,13.76%,53,0,2016-Jan-13,,,,,
351052.606,5018433.462,HWY 417 TERRYFO IC140R52 @ TERRY FOX DR,41353,3.32%,11,0,2016-Mar-03,,,,,
350809.6041,5018709.465,HWY 417 TERRYFO IC140R61 @ TERRY FOX DR,42970,3.63%,16,6,2016-Mar-08,,,,,
370799.7159,5031397.572,HWY 417 VANIER IC117R63 @ VANIER PKWY,63384,5.20%,63,20,2016-Aug-03,,,,,
367493.0181,5029635.415,IMPERIAL AVE @ RENFREW AVE,909,3.60%,73,20,2016-Apr-26,,,,,
372639.512,5030159.872,INDUSTRIAL AVE @ OC TRANSPO GARAGE/215m E OF RUSSELL RD,18884,8.40%,17,0,2016-Jan-13,,,,,
384177.0791,5036256.006,INNES RD @ 240 E OF TENTH LINE RD/HOME DEPOT E,28676,2.57%,102,19,2016-Oct-26,,,,,
374147.731,5030666.56,INNES RD @ STAR TOP RD/WINDMILL LANE,42097,8.65%,36,3,2016-Jan-28,,,,,
364349.6951,5028385.551,IONA ST @ ISLAND PARK DR,17850,0.57%,288,14,2016-Feb-10,,,,,
362282.6849,5024441.516,IRIS ST @ WOODROFFE AVE,42909,2.75%,145,124,2016-Aug-10,,,,,
364653.6959,5028023.548,ISLAND PARK DR @ MERIVALE RD,18413,0.51%,146,18,2016-Feb-09,,,,,
364130.694,5028867.556,ISLAND PARK DR @ RICHMOND RD,24889,2.22%,712,505,2016-Jul-26,,,,,
363833.6921,5029040.557,ISLAND PARK DR @ SCOTT ST,25530,1.41%,436,622,2016-Jul-26,,,,,
386067.5521,5035781.423,IVANY WAY @ NANTES ST,949,1.73%,70,12,2016-Jul-07,,,,,
386142.566,5035823.343,IVANY WAY @ PLAINHILL DR,745,1.98%,29,21,2016-Jul-07,,,,,
367659.706,5030598.569,JAMES ST @ KENT ST,14153,2.59%,1363,195,2016-May-05,,,,,
379238.7329,5037375.596,JEANNE D'ARC BLVD @ FORTUNE DR/VINEYARD DR,15499,2.99%,402,2,2016-Nov-23,,,,,
381788.74,5038986.597,JEANNE D'ARC BLVD @ LAWNSBERRY DR W,4356,2.75%,101,53,2016-Jul-05,,,,,
379455.7359,5036917.591,JEANNE D'ARC BLVD @ OR174 IC105 RAMP52,27931,3.37%,496,7,2016-Nov-03,,,,,
380028.734,5038105.599,JEANNE D'ARC BLVD @ ORLEANS BLVD N,16397,4.04%,620,6,2016-Nov-23,,,,,
365029.827,5013735.485,JOCKVALE RD @ SPORTS FIELD/228 N OF ABETTI RDG/RIVERSTONE DR,16985,3.23%,11,1,2016-Jan-12,,,,,
381156.426,5032327.413,JOSHUA ST @ RENAUD RD,10849,3.72%,118,7,2016-Nov-02,,,,,
381156.426,5032327.413,JOSHUA ST @ RENAUD RD,9501,2.02%,88,9,2016-Jul-12,,,,,
350286.5929,5019728.823,KANATA AVE @ GOLDRIDGE DR/EVANSHEN PL,12264,2.79%,194,58,2016-Jun-21,,,,,
352170.6159,5019158.467,KATIMAVIK RD @ AIRD PL/CHIMO DR W,8091,4.43%,153,4,2016-Mar-03,,,,,
352357.6181,5019380.469,KATIMAVIK RD @ WHITNEY DR,7305,4.64%,411,3,2016-Mar-03,,,,,
367703.706,5030526.569,KENT ST @ FLORENCE ST,13978,2.50%,1049,134,2016-May-05,,,,,
367437.7041,5030963.573,KENT ST @ LISGAR ST,12155,2.75%,2911,238,2016-May-05,,,,,
367572.7049,5030742.571,KENT ST @ MACLAREN ST,13102,2.94%,1871,225,2016-May-05,,,,,
367786.706,5030390.567,KENT ST @ MCLEOD ST,13837,2.37%,860,141,2016-May-05,,,,,
367139.7019,5031455.578,KENT ST @ SPARKS ST,9673,3.03%,7478,7,2016-Feb-10,,,,,
367097.7019,5031526.578,KENT ST @ WELLINGTON ST,26452,6.84%,3873,8,2016-Feb-10,,,,,
325039.7351,5024357.07,KINBURN SIDE RD @ UPPER DWYER HILL RD,3996,5.69%,0,0,2016-Dec-06,,,,,
368739.7071,5032034.581,KING EDWARD AVE @ LAURIER AVE,22326,5.58%,3862,981,2016-Aug-03,,,,,
368291.7041,5032753.589,KING EDWARD AVE @ MURRAY ST,39257,6.83%,1554,191,2016-Jun-08,,,,,
368291.7041,5032753.589,KING EDWARD AVE @ MURRAY ST,44701,6.84%,1444,197,2016-Sep-21,,,,,
368511.706,5032413.585,KING EDWARD AVE @ RIDEAU ST,29602,10.36%,4607,223,2016-Aug-03,,,,,
368957.709,5031673.578,KING EDWARD AVE @ SOMERSET ST/MARIE CURIE PRIV,16791,6.21%,1854,415,2016-Aug-03,,,,,
368388.8381,5032635.136,KING EDWARD AVE @ YORK ST,21945,9.92%,1866,104,2016-Jun-08,,,,,
368388.8381,5032635.136,KING EDWARD AVE @ YORK ST,25745,10.24%,2041,137,2016-Sep-21,,,,,
364159.7318,5027758.455,KIRKWOOD AVE @ 118 N OF DOVERCOURT AVE,13692,3.64%,239,50,2016-Aug-24,,,,,
364519.6959,5026958.538,KIRKWOOD AVE @ LAPERRIERE AVE,15926,3.85%,120,93,2016-Aug-24,,,,,
364853.6981,5026646.536,KIRKWOOD AVE @ MERIVALE RD,25470,2.88%,274,67,2016-Aug-18,,,,,
363778.6921,5028641.554,KIRKWOOD AVE @ RICHMOND RD,16127,4.57%,930,305,2016-Aug-24,,,,,
364233.6951,5027587.544,KIRKWOOD AVE @ SWITZER AVE,18040,3.13%,509,70,2016-Aug-24,,,,,
364275.6951,5027493.543,KIRKWOOD AVE N @ CARLING AVE,43304,3.39%,543,39,2016-May-04,,,,,
349262.971,5024061.621,KLONDIKE RD @ MARCH RD,24424,2.29%,128,39,2016-Aug-10,,,,,
362126.6819,5021087.486,KNOXDALE RD @ SKIPTON RD,5292,2.91%,167,3,2016-Apr-06,,,,,
350943.611,5020747.482,KNUDSON DR @ WESLOCK WAY,5986,4.22%,114,72,2016-Jun-08,,,,,
370686.711,5033406.591,LACASSE AVE @ MONTREAL RD,18809,3.25%,1028,17,2016-Feb-04,,,,,
370536.303,5033327.955,LAJOIE ST @ MONTREAL RD,20674,3.36%,548,26,2016-Jan-20,,,,,
367455.7071,5028711.553,LAKESIDE AVE @ QUEEN ELIZABETH DRWY,11161,0.73%,51,118,2016-Aug-11,,,,,
367153.703,5031068.574,LAURIER AVE @ LYON ST,14767,2.13%,6244,1052,2016-Nov-02,,,,,
368373.637,5031798.27,LAURIER AVE @ NICHOLAS ST,46177,13.54%,3594,696,2016-Nov-02,,,,,
350175.6181,5023443.011,LEGGET DR @ TERRY FOX DR,12383,1.84%,274,157,2016-Jul-12,,,,,
382806.7559,5035889.566,LEGRAND CRES N @ WILDFLOWER DR N,1210,0.41%,34,11,2016-Aug-04,,,,,
367032.4796,5017599.92,LEIKIN DR @ RCMP ACCESS/150 N OF BILL LEATHEM DR,9779,3.05%,67,1,2016-Jan-12,,,,,
373497.589,5020419.257,LEITRIM RD @ ALBION RD,30514,5.22%,66,13,2016-Sep-08,,,,,
369327.5789,5017915.322,LEITRIM RD @ LIMEBANK RD N,24609,4.42%,6,88,2016-Jun-07,,,,,
368019.7121,5017177.458,LEITRIM RD @ RIVER RD,12995,2.37%,1,8,2016-Jun-07,,,,,
373269.331,5022675.861,LESTER RD @ MEANDERING BROOK DR,10064,4.87%,1,3,2016-Sep-28,,,,,
373269.331,5022675.861,LESTER RD @ MEANDERING BROOK DR,9546,4.52%,2,11,2016-Jun-28,,,,,
350796.5879,5012712.415,LIARD ST @ STITTSVILLE MAIN ST,10542,4.58%,48,2,2016-Sep-14,,,,,
369769.189,5016875.142,LIMEBANK RD @ SPRATT RD,22933,2.72%,305,2,2016-Mar-23,,,,,
368403.997,5020477.312,LIMEBANK RD/RIVERSIDE DR @ RIVER RD,27472,2.90%,7,87,2016-Jun-07,,,,,
368352.4619,5035225.192,LISGAR RD @ ROCKCLIFFE PKWY,16335,0.52%,57,118,2016-Jun-08,,,,,
361713.203,5026842.647,LOCKHART AVE @ RICHMOND RD,12950,3.51%,158,94,2016-Jul-26,,,,,
375261.717,5001561.33,LOGAN FARM DR @ LOMBARDY DR,685,6.91%,30,0,2016-Dec-07,,,,,
364841.334,5014200.437,LONGFIELDS DR @ PAUL METIVIER DR,13717,3.11%,76,55,2016-Jun-28,,,,,
365421.1699,5017106.945,LONGFIELDS DR @ WOODROFFE AVE,39880,2.36%,144,14,2016-Mar-30,,,,,
364861.6959,5029929.565,LYNDALE AVE @ PARKDALE AVE,13189,1.85%,1218,107,2016-Aug-25,,,,,
366935.271,5031426.166,LYON ST @ WELLINGTON ST,35351,5.09%,2692,20,2016-Jan-20,,,,,
367869.7041,5032009.582,MACKENZIE AVE @ RIDEAU ST,24070,11.00%,7992,714,2016-Aug-03,,,,,
369358.714,5029716.56,MAIN ST @ BECKWITH RD/BOWER ST,13686,3.07%,186,17,2016-Mar-08,,,,,
363527.6901,5021571.491,MAJESTIC DR @ WOODROFFE AVE,32807,3.87%,355,9,2016-Mar-08,,,,,
368573.7019,5009659.392,MAPLE AVE @ COLONY HEIGHTS RD,659,3.72%,4,0,2016-Feb-04,,,,,
351553.6079,5017864.457,MAPLE GROVE RD @ TERRY FOX DR,38019,3.86%,69,11,2016-Mar-23,,,,,
361288.4381,5014584.958,MARAVISTA DR @ STRANDHERD DR,27638,5.01%,17,0,2016-Dec-08,,,,,
349661.611,5023617.507,MARCH RD @ MORGAN'S GRANT WAY/SHIRLEY'S BROOK,27927,1.77%,111,71,2016-Aug-10,,,,,
350489.6129,5022710.499,MARCH RD @ SOLANDT RD,42167,1.97%,137,83,2016-Aug-10,,,,,
349868.2619,5023395.522,MARCH RD @ TERRY FOX DR,39417,1.74%,371,108,2016-Aug-10,,,,,
334081.9679,5014288.37,MARCH RD @ UPPER DWYER HILL RD,10942,4.36%,0,6,2016-Dec-01,,,,,
350754.566,5023784.002,MARCH VALLEY RD @ TERRY FOX DR,10463,1.06%,386,272,2016-Jul-12,,,,,
370419.711,5033261.59,MARIER AVE @ MONTREAL RD,22585,3.57%,578,18,2016-Jan-19,,,,,
364286.8811,5014761.599,MARKETPLACE AVE @ RIOCAN AVE,12147,3.04%,810,22,2016-Jun-28,,,,,
364203.8049,5014711.889,MARKETPLACE AVE @ TRANSITWAY SOUTHWEST,4901,13.61%,1209,5,2016-Aug-16,,,,,
373902.7151,5036057.607,MASSEY LANE @ REBECCA CRES,906,4.34%,46,63,2016-Oct-19,,,,,
374826.7329,5031173.562,MAXIME ST @ CYRVILLE RD,13756,3.75%,77,103,2016-Jun-21,,,,,
364073.694,5026678.536,MCBRIDE ST @ LAPERRIERE AVE,8335,5.45%,150,7,2016-Nov-24,,,,,
384931.7619,5037517.567,MCCALLUM DR/SUNLAND DR N @ NORTHLANDS DR,2519,2.68%,172,22,2016-Nov-08,,,,,
369699.7219,5023876.513,MCCARTHY RD @ PAUL ANKA DR,8292,5.59%,261,5,2016-Nov-24,,,,,
369605.7211,5024193.515,MCCARTHY RD @ PLANTE DR N,8363,3.59%,75,5,2016-Nov-24,,,,,
363609.6921,5028538.553,MCRAE AVE @ RICHMOND RD,14411,3.32%,2449,293,2016-Aug-31,,,,,
364858.6981,5023725.511,MEADOWLANDS DR @ MERIVALE RD,47990,2.46%,976,20,2016-Apr-13,,,,,
364323.4619,5023428.508,MEADOWLANDS DR @ ROWLEY AVE,12614,2.76%,61,8,2016-Jan-27,,,,,
365204.929,5024343.973,MEADOWLANDS DR @ TIVERTON DR,12533,2.92%,435,93,2016-Jul-20,,,,,
364439.2071,5023493.508,MEADOWLANDS DR/PETER ST @ PERRY ST,13237,2.49%,195,21,2016-Apr-13,,,,,
363056.689,5022730.501,MEADOWLANDS DR/TALLWOOD DR @ WOODROFFE AVE,50556,4.00%,566,9,2016-Mar-23,,,,,
363606.6921,5027027.539,MELBOURNE AVE @ TILLBURY AVE,957,6.68%,102,69,2016-Jul-06,,,,,
365466.6981,5029561.561,MELROSE AVE @ WELLINGTON ST,7243,4.62%,1174,210,2016-Nov-16,,,,,
365551.0231,5022094.338,MERIVALE RD @ 170 N OF HUNTCLUB RD/COSTCO/CANA,40066,3.38%,220,1,2016-Jan-29,,,,,
365950.703,5021122.489,MERIVALE RD @ CLEOPATRA DR,29822,4.17%,135,19,2016-Mar-30,,,,,
366153.3279,5020632.42,MERIVALE RD @ MACFARLANE RD,20564,4.12%,34,27,2016-Jun-22,,,,,
366019.7041,5020955.488,MERIVALE RD @ SLACK RD,29382,3.64%,114,19,2016-Mar-30,,,,,
365612.7019,5021942.496,MERIVALE RD @ WEST HUNT CLUB RD,60864,4.04%,207,24,2016-Apr-26,,,,,
365612.7019,5021942.496,MERIVALE RD @ WEST HUNT CLUB RD,66685,3.73%,232,2,2016-Mar-23,,,,,
364521.697,5024507.517,MERIVALE RD/LOTTA AVE @ CLYDE AVE,41421,2.15%,405,18,2016-Apr-13,,,,,
387268.794,5031812.521,MILTON RD @ NAVAN RD,12832,6.77%,1,0,2016-Dec-06,,,,,
369499.7101,5010770.404,MITCH OWENS RD/BRIDGE ST @ RIVER RD,19082,4.49%,13,2,2016-Feb-17,,,,,
384690.6249,5038770.124,MONTCREST DR @ CHEVERNY CRES/TALCY CRES,3170,4.42%,75,0,2016-Jan-19,,,,,
369814.8181,5032918.37,MONTGOMERY ST @ MONTREAL RD,17646,3.39%,564,14,2016-Jan-13,,,,,
370826.7121,5033474.591,MONTREAL RD @ GRANVILLE ST/LAFONTAINE AVE,23145,3.22%,720,17,2016-Jan-28,,,,,
369742.066,5032888.558,MONTREAL RD @ NORTH RIVER RD,26507,4.15%,716,31,2016-Jan-19,,,,,
371545.7129,5033817.592,MONTREAL RD @ ST. LAURENT BLVD,46853,3.59%,677,13,2016-Jan-19,,,,,
356345.651,5022761.498,MOODIE DR @ CORKSTOWN RD,16472,1.99%,11,7,2016-Apr-07,,,,,
360339.6581,5012682.408,MOODIE DR @ MCKENNA CASEY DR,4154,21.78%,12,5,2016-Jul-07,,,,,
357393.834,5019687.654,MOODIE DR @ RICHMOND RD N,16135,4.54%,92,9,2016-Sep-08,,,,,
357433.4789,5019548.432,MOODIE DR @ RICHMOND RD S,13365,3.30%,44,20,2016-Jun-28,,,,,
356815.651,5021083.483,MOODIE DR @ TIMM DR,20431,2.70%,4,10,2016-Apr-12,,,,,
368355.714,5025296.524,MOONEY'S BAY PL @ RIVERSIDE DR,28825,2.43%,156,26,2016-Aug-24,,,,,
360099.6721,5022309.496,MORRISON DR @ BASELINE RD,22626,2.83%,84,38,2016-Oct-26,,,,,
362706.2419,5023492.801,NAVAHO DR @ WOODROFFE AVE/TRANSITWAY N BASELIN,33627,3.13%,1742,69,2016-Aug-17,,,,,
381659.76,5032770.55,NAVAN RD @ PAGE RD,11525,8.79%,38,30,2016-Jun-21,,,,,
368526.7049,5032703.588,NELSON ST @ YORK ST,3340,2.36%,881,204,2016-Jun-08,,,,,
368526.7049,5032703.588,NELSON ST @ YORK ST,4007,2.09%,1108,279,2016-Sep-21,,,,,
361293.6811,5026219.531,NEW ORCHARD AVE @ RICHMOND RD,16115,2.54%,224,90,2016-Aug-25,,,,,
368364.271,5031890.391,NICHOLAS ST NB @ RAMP TO NICHOLAS ST SB,13738,13.34%,96,6,2016-Nov-30,,,,,
363881.6929,5022844.503,NORICE ST @ VIEWMOUNT DR,5177,3.94%,143,3,2016-Feb-09,,,,,
363194.689,5022397.498,NORICE ST @ WOODROFFE AVE,35025,3.52%,110,145,2016-Jul-20,,,,,
383042.0151,5038358.979,OLD TENTH LINE RD @ TENTH LINE RD,29725,2.83%,43,10,2016-Oct-26,,,,,
366777.7041,5029521.56,ORANGEVILLE ST/HWY 417 ROCHEST IC121BR51 @ ROC,13346,2.87%,331,35,2016-Nov-16,,,,,
380596.5181,5033091.747,ORLEANS BLVD @ NAVAN RD,11511,7.93%,16,12,2016-Jul-26,,,,,
380596.5181,5033091.747,ORLEANS BLVD @ NAVAN RD,12472,7.53%,10,8,2016-Aug-31,,,,,
366516.2071,5031314.64,OTTAWA RIVER PKWY @ PORTAGE BRIDGE,54302,3.45%,668,42,2016-Mar-23,,,,,
364264.7546,5030243.836,OTTAWA RIVER PKWY @ REMIC RAPIDS ENT/TUNNEY'S,32223,0.34%,23,0,2016-Jan-27,,,,,
365977.2823,5030800.241,OTTAWA RIVER PKWY @ VIMY PLACE PRIV,42715,2.72%,169,34,2016-Aug-31,,,,,
351051.6041,5017887.457,PALLADIUM DR @ SILVER SEVEN RD,29666,3.24%,133,42,2016-Aug-17,,,,,
366748.7041,5029120.557,PAMILLA ST @ PRESTON ST,14045,4.86%,1086,266,2016-Sep-07,,,,,
365216.6981,5029118.558,PARKDALE AVE @ GLADSTONE AVE,19503,2.76%,383,146,2016-Jul-27,,,,,
365336.6989,5028845.555,PARKDALE AVE @ HWY 417 PARKDAL IC122R15/HWY 41,23668,2.96%,188,61,2016-Aug-18,,,,,
365507.7,5028451.551,PARKDALE AVE @ RUSKIN ST,12444,3.57%,490,101,2016-Aug-25,,,,,
364949.6959,5029726.563,PARKDALE AVE @ SCOTT ST,25804,10.29%,1658,196,2016-Jul-13,,,,,
364949.6959,5029726.563,PARKDALE AVE @ SCOTT ST,25833,10.82%,1919,213,2016-Oct-19,,,,,
365380.6989,5028745.554,PARKDALE AVE @ SHERWOOD DR,15838,3.00%,515,209,2016-Jun-21,,,,,
365149.697,5029270.559,PARKDALE AVE @ WELLINGTON ST,23226,2.82%,1710,47,2016-Jan-12,,,,,
365149.697,5029270.559,PARKDALE AVE @ WELLINGTON ST,21209,3.39%,2327,435,2016-Aug-18,,,,,
365305.267,5028915.979,PARKDALE AVE @ WESTMOUNT AVE/HWY 417 PARKDAL I,23888,2.52%,124,51,2016-Aug-25,,,,,
369457.7211,5023575.511,PAUL ANKA DR @ UPLANDS DR,8231,4.66%,460,64,2016-Jun-28,,,,,
365704.3211,5014603.878,PAUL METIVIER DR @ BEATRICE DR,3655,3.81%,98,15,2016-Oct-12,,,,,
366088.0559,5014763.554,PAUL METIVIER DR @ CLEARBROOK DR,3900,3.03%,59,11,2016-Oct-12,,,,,
385572.08,5038421.167,PEPPERGRASS RD @ CASSIA CIRC N/SCHROEDER CRES,579,1.13%,25,17,2016-Aug-16,,,,,
385701.6879,5038315.6,PEPPERGRASS RD @ CASSIA CIRC S/SCHROEDER CRES,499,1.31%,7,16,2016-Aug-16,,,,,
357526.6219,5006972.354,PERTH ST @ SHEA RD,12087,2.93%,20,8,2016-Jul-12,,,,,
374908.7441,5026289.527,PICASSO DR @ PICASSO DR,758,4.32%,23,14,2016-Oct-05,,,,,
360346.6751,5023783.509,PINECREST RD @ QUEENSVIEW DR,29767,2.96%,136,25,2016-Aug-11,,,,,
373597.7329,5028795.547,PLEASANT PARK RD @ ST. LAURENT BLVD,20683,3.50%,210,5,2016-Dec-07,,,,,
385350.763,5037697.566,PORTOBELLO BLVD @ VALIN ST,12200,2.93%,246,66,2016-Jun-21,,,,,
385350.763,5037697.566,PORTOBELLO BLVD @ VALIN ST,13027,3.01%,304,45,2016-Sep-28,,,,,
360325.6759,5024900.519,POULIN AVE @ RICHMOND RD,18021,3.45%,298,54,2016-Aug-11,,,,,
366245.7011,5030273.568,PRESTON ST @ ELM ST,9659,8.33%,825,193,2016-Sep-07,,,,,
366309.2729,5030126.78,PRESTON ST @ SOMERSET ST,21489,4.73%,1779,668,2016-Aug-18,,,,,
366160.7,5030464.569,PRESTON ST @ WELLINGTON ST,29787,12.77%,3147,99,2016-Aug-18,,,,,
367286.709,5025856.529,PRINCE OF WALES DR @ 187 N OF HOG'S BACK RD/CH,15864,3.74%,415,193,2016-Aug-24,,,,,
367460.7101,5024904.521,PRINCE OF WALES DR @ FALAISE RD/KOCHAR DR N,20824,2.58%,89,331,2016-Aug-24,,,,,
367399.7101,5019166.474,PRINCE OF WALES DR @ FALLOWFIELD RD,22433,2.21%,0,0,2016-Feb-11,,,,,
367399.7101,5019166.474,PRINCE OF WALES DR @ FALLOWFIELD RD,27854,2.00%,0,44,2016-Sep-14,,,,,
367371.9189,5025693.477,PRINCE OF WALES DR @ MEADOWLANDS DR/HOG'S BACK,36792,2.07%,848,358,2016-Jul-20,,,,,
367449.709,5017616.461,PRINCE OF WALES DR @ MERIVALE RD,18261,2.54%,6,1,2016-Apr-06,,,,,
367449.709,5017616.461,PRINCE OF WALES DR @ MERIVALE RD,20964,2.87%,2,11,2016-Oct-19,,,,,
367446.711,5024562.518,PRINCE OF WALES DR @ NORMANDY CRES S/KOCHAR DR,20213,2.72%,47,274,2016-Aug-24,,,,,
367388.094,5022362.004,PRINCE OF WALES DR @ RIDEAU HEIGHTS DR/WELLSME,29331,2.93%,5,303,2016-Jun-28,,,,,
367458.711,5021891.497,PRINCE OF WALES DR @ WEST HUNT CLUB RD,64013,3.52%,29,6,2016-Apr-06,,,,,
369397.089,5015630.146,ProposedCANYON WALK DR @ EARL ARMSTRONG RD,17860,3.62%,12,0,2016-Jan-12,,,,,
368581.1079,5031469.223,QUEEN ELIZABETH DRWY @ SOMERSET ST,5652,0.90%,1013,2645,2016-Jul-12,,,,,
372446.7359,5022922.505,QUEENSDALE AVE @ ALBION RD,8577,3.63%,85,34,2016-May-18,,,,,
366737.703,5029618.561,RAYMOND ST/HWY 417 ROCHEST IC121BR16 @ ROCHEST,13293,3.85%,281,22,2016-Nov-16,,,,,
361980.1151,5027210.227,REDWOOD AVE @ RICHMOND RD,13239,3.00%,75,64,2016-Jun-08,,,,,
381816.7611,5032736.549,RENAUD RD @ NAVAN RD,16280,8.94%,48,5,2016-Jun-08,,,,,
381580.8351,5032591.7,RENAUD RD @ SADDLERIDGE DR,9785,4.89%,32,11,2016-Nov-02,,,,,
370831.7279,5021555.495,RESEARCH RD @ UPLANDS DR,9921,6.22%,9,3,2016-Jan-20,,,,,
361231.734,5026121.486,RICHARDSON AVE @ RICHMOND RD,15505,3.28%,4,10,2016-Nov-22,,,,,
361075.68,5025883.528,RICHMOND RD @ EDGEWORTH AVE/MCEWEN AVE,15193,2.60%,361,87,2016-Aug-25,,,,,
357145.6479,5018152.457,RICHMOND RD @ WEST HUNT CLUB RD,22199,2.59%,0,0,2016-Apr-07,,,,,
361584.683,5026654.535,RICHMOND RD @ WOODROFFE AVE,31360,2.62%,438,20,2016-Dec-01,,,,,
369359.0649,5032923.648,RIDEAU ST @ WURTEMBURG ST,23373,4.14%,653,272,2016-Jun-08,,,,,
369359.0649,5032923.648,RIDEAU ST @ WURTEMBURG ST,26544,3.82%,714,313,2016-Sep-21,,,,,
372212.703,5002825.334,RIDEAU VALLEY DR E @ ROGER STEVENS DR E,8272,7.71%,0,11,2016-Jun-22,,,,,
364172.206,5014944.572,RIOCAN AVE @ STRANDHERD DR,26808,2.74%,171,24,2016-Aug-04,,,,,
367643.4858,5014855.606,RIVER RD @ 175 N OF EARL ARMSTRONG/LOBLAWS SC,12257,1.72%,6,0,2016-Feb-17,,,,,
367844.3483,5015339.278,RIVER RD @ 700 N OF EARL ARMSTRONG RD,13802,2.08%,17,1,2016-Mar-08,,,,,
367969.1411,5015644.859,RIVER RD @ TEWSLEY,14150,2.08%,36,1,2016-Mar-08,,,,,
368116.714,5023242.508,RIVERGATE WAY @ RIVERSIDE DR,31359,2.98%,58,63,2016-Jun-08,,,,,
368116.714,5023242.508,RIVERGATE WAY @ RIVERSIDE DR,34169,2.71%,77,40,2016-Sep-28,,,,,
368116.714,5023242.508,RIVERGATE WAY @ RIVERSIDE DR,33399,2.66%,53,48,2016-Sep-01,,,,,
368167.7129,5026222.532,RIVERSIDE DR @ BROOKFIELD RD/HOG'S BACK RD,43852,1.72%,406,108,2016-Jul-20,,,,,
368121.1049,5026647.221,RIVERSIDE DR @ HERON RD,54734,3.12%,155,85,2016-Aug-03,,,,,
368194.7151,5022793.504,RIVERSIDE DR @ UPLANDS DR/KIMBERWICK CRES N,32971,2.46%,184,7,2016-Nov-16,,,,,
368418.7151,5024853.521,RIVERSIDE DR @ WALKLEY RD,38098,2.02%,65,1,2016-Jan-29,,,,,
366481.7019,5030202.567,ROCHESTER ST @ SOMERSET ST,10720,3.78%,1192,261,2016-Nov-16,,,,,
366968.7649,5014403.421,ROCKY HILL DR @ PRINCE OF WALES DR,20843,3.15%,5,2,2016-Jan-12,,,,,
364394.091,5015424.557,RODEO DR @ LONGFIELDS DR,10749,2.16%,536,0,2016-Feb-04,,,,,
350500.3529,5016458.471,ROSEHILL AVE @ HUNTMAR DR,19104,2.63%,116,0,2016-Dec-06,,,,,
364356.694,5029362.56,ROSS AVE @ SCOTT ST,13661,3.26%,631,419,2016-Oct-19,,,,,
373798.7329,5029097.548,RUSSELL RD @ SOUTHVALE CRES N,15695,11.97%,321,7,2016-Nov-08,,,,,
373432.731,5029359.551,RUSSELL RD @ ST. LAURENT SERVICE RD,29737,7.29%,117,5,2016-Nov-29,,,,,
374256.7359,5028748.545,RUSSELL RD @ TUPPER AVE,12282,12.21%,219,10,2016-Nov-17,,,,,
381718.6529,5032213.139,SADDLERIDGE DR @ SADDLERIDGE DR,1339,11.02%,87,11,2016-Sep-07,,,,,
370856.7181,5030831.567,SANFORD FLEMING AVE @ TERMINAL AVE,9781,17.56%,979,43,2016-Sep-08,,,,,
373145.731,5028668.546,SAUNDERSON DR @ PLEASANT PARK RD,7571,2.64%,172,128,2016-Jun-22,,,,,
361779.6841,5026185.531,SAVILLE ROW @ WOODROFFE AVE,17237,2.91%,164,37,2016-Aug-25,,,,,
385391.689,5035881.01,SCHUBERT CIRC @ AQUAVIEW DR,1874,3.01%,13,0,2016-Mar-09,,,,,
