RECORD,LOCATION & GEOID,TOTAL_COLLISIONS,2013_TOTAL,2014_TOTAL,2015_TOTAL,2016_TOTAL,2017_TOTAL,TOTAL_CYCLIST_COLLISIONS,2013_CYCLIST,2014_CYCLIST,2015_CYCLIST,2016_CYCLIST,2017_CYCLIST,TOTAL_PEDESTRIAN_COLLISIONS,2013_PEDESTRIAN,2014_PEDESTRIAN,2015_PEDESTRIAN,2016_PEDESTRIAN,2017_PEDESTRIAN,XCOORD,YCOORD,LONGITUDE,LATITUDE
137,AIRPORT PARKWAY PRIV btwn Continuation of AIRPORT PARKWAY PRIV & TO BE (__4B3IY2),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,370322.20698,5020645.17576,-75.66420560210,45.32269821510
138,AIRPORT PARKWAY PRIV btwn Continuation of AIRPORT PARKWAY PRIV & TRACK (__4B3IY6),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,369993.39955,5020891.01827,-75.66836702390,45.32494086130
139,AIRPORT PARKWAY PRIV btwn TO BE DETERMINED & AIR CARGO PRIV (1) (__4B3IYV),2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370515.75115,5020786.98844,-75.66171821860,45.32395611770
140,AIRPORT PARKWAY PRIV btwn TO BE DETERMINED & AIR CARGO PRIV (2) (__4B3IYY),2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,370515.80882,5020774.32599,-75.66171916430,45.32384217920
141,AIRPORT PKWY @ BROOKFIELD RD RAMP 34 (0002634),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368762.72000,5026514.52970,-75.68333705960,45.37565307420
142,AIRPORT PKWY @ BROOKFIELD RD RAMP 53 (0002630),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368913.72200,5026235.52270,-75.68144551430,45.37312884860
143,AIRPORT PKWY @ HUNT CLUB RD (0010856),64,9,14,12,8,21,1,0,1,0,0,0,0,0,0,0,0,0,371018.52800,5023702.99820,-75.65491519870,45.35014628790
144,AIRPORT PKWY @ HUNT CLUB RD RAMP 42 (0011622),3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370671.11710,5024227.63890,-75.65927850270,45.35489956310
145,AIRPORT PKWY @ UPLANDS DR (0008694),5,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,370860.72950,5021074.48440,-75.65727973520,45.32651055010
146,AIRPORT PKWY @ UPLANDS DR RAMP 62 (0004115),5,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,371297.72540,5021622.49740,-75.65163208880,45.33140015130
147,AIRPORT PKWY btwn AIRPORT PARKWAY PRIV & RAMP (__3ZA23H),5,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,371022.04925,5021241.27261,-75.65519973460,45.32799606350
148,AIRPORT PKWY btwn AIRPORT PKWY & RAMP (1) (__3ZA22Y),4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371071.09710,5023476.64520,-75.65427471500,45.34810466790
149,AIRPORT PKWY btwn AIRPORT PKWY/HUNT CLUB RAMP 42 & WALKLEY RD NB RAMP (__3ZAZP9),9,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,370381.97105,5024701.93405,-75.66290558930,45.35919423150
150,AIRPORT PKWY btwn AIRPORT PKWY/WALKLEY RD SOUTHBOUND ON RAMP           (__3ZA1KS),11,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,370193.37240,5025324.93964,-75.66523018650,45.36481746260
151,AIRPORT PKWY btwn BROOKFIELD RAMP 34 & BRONSON AVE RAMP 24C (__3ZA229),10,0,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,368727.40071,5026623.37965,-75.68377387240,45.37663569880
152,AIRPORT PKWY btwn BROOKFIELD RAMP 34 & BROOKFIELD RAMP 52B (__3ZA228),8,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,368788.12796,5026439.98868,-75.68302234680,45.37498005560
153,AIRPORT PKWY btwn RAMP & AIRPORT PKWY (2) (__3ZA22Z),23,6,6,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,370952.37674,5023858.87673,-75.65573848010,45.35155507760
154,AIRPORT PKWY btwn RAMP & RAMP (1) (__3ZA223),10,2,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,368980.61684,5026178.96147,-75.68059889060,45.37261380360
155,AIRPORT PKWY btwn RAMP & RAMP (2) (__3ZA224),4,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,368860.81708,5026297.60721,-75.68211284140,45.37369230570
156,AIRPORT PKWY btwn RAMP & RAMP (4) (__3ZA22T),23,7,1,6,2,7,0,0,0,0,0,0,1,0,1,0,0,0,371151.98370,5022441.26478,-75.65338146160,45.33878097950
157,AIRPORT PKWY btwn RAMP & RAMP (6) (__3ZA23I),2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371239.54617,5021496.86128,-75.65239111120,45.33027522380
158,AIRPORT PKWY btwn RAMP & TO BE DETERMINED (__3ZA222),18,2,5,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,369680.53613,5025879.68038,-75.67170318620,45.36985651100
159,AIRPORT PKWY PRIV WB @ AIRPORT PKWY PRIV RAMP (0013153),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370430.95000,5020753.81000,-75.66280423900,45.32366552050
160,AIRPORT PKWY SB ON RAMPS @ HUNT CLUB RD (0012149),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,371012.77070,5023630.03120,-75.65499843550,45.34949029690
161,AIRPORT PKWY/ALERT/UPLANDS/LESTER/RAMP62 btwn LESTER RD & AIRPORT PKWY (__3ZAY9A),3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,371286.95522,5021488.14978,-75.65178752300,45.33019235040
162,AIRPORT PKWY/BRONSON/HERON RAMP 24 @ BRONSON A (0001628),2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,368692.72480,5026732.54070,-75.68420244570,45.37762106130
163,AIRPORT PKWY/BROOKFIELD RD @ FLANNERY DR/AIRPORT PKWY RAMPS 52A/53 (0006850),16,2,8,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,368694.72090,5026294.52840,-75.68423363240,45.37367976810
164,AIRPORT PKWY/HUNT CLUB RAMP 34 btwn AIRPORT PKWY & TO BE DETERMINED (__3ZAY5O),2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370915.49338,5023905.67392,-75.65620289000,45.35197962270
165,AIRPORT PKWY/HUNT CLUB RAMP 42 btwn AIRPORT PKWY & TO BE DETERMINED (__3ZAY5Q),2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370866.83696,5024034.51605,-75.65680658270,45.35314349070
166,AIRPORT PKWY/HUNT CLUB RAMP 62 btwn TO BE DETERMINED & HUNT CLUB RD (__3ZAY5P),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371060.29016,5023782.04662,-75.65437169330,45.35085359650
167,AIRPORT PKWY/UPLANDS/RAMP34 btwn TO BE DETERMINED & AIRPORT PKWY (__3ZAY0N),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371212.51670,5021484.35443,-75.65273758270,45.33016524860
168,AIRPORT PKWY/WALKLEY RD NB OFF RAMP @ WALKLEY RD (0011348),9,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,370077.72480,5025791.52990,-75.66664466580,45.36902647780
169,AKENHEAD CRES/BRUNSKILL WAY @ KEYROCK DR (0012707),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349199.88410,5020221.46900,-75.93366135110,45.32053938840
170,AKERSON RD @ MICHAEL COWPLAND DR (0014858),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,353916.77590,5016238.03260,-75.87389357830,45.28438142830
171,AKERSON RD @ OAKGLADE AVE (0014082),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354169.44490,5015909.43700,-75.87070561510,45.28140694690
172,AKERSON RD btwn BARRICK HILL RD & MICHAEL COWPLAND DR (__5VU5UF),1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,353951.66541,5010696.53967,-75.87399705010,45.23451510010
173,AKERSON RD btwn COPE DR & OAKGLADE AVE (__7IFXO8),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354277.75890,5015858.89455,-75.86933009860,45.28094453940
174,AKERSON RD/CARRONBRIDGE CIR @ COPE DR (0009144),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,354386.07290,5015808.35210,-75.86795460460,45.28048211450
175,AKINS RD @ SHEA RD (0000422),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354868.61630,5010020.37720,-75.86238738310,45.22836618090
176,ALADDIN LANE @ ALBION RD (0009560),2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,372584.73540,5022591.50090,-75.63508174700,45.33999579130
177,ALADDIN LANE @ LESTER RD (0009360),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,372868.74150,5022436.49590,-75.63147963360,45.33857361220
178,ALASKEN DR @ KELLY FARM DR (0014135),1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,375434.60600,5019917.44100,-75.59910396350,45.31565455070
179,ALASKEN DR btwn KELLY FARM DR & NO NAME (__6ZT1QC),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,375470.24923,5019938.46735,-75.59864641590,45.31584015160
180,ALBANY DR @ HANBURY AVE (0003312),1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,363227.69380,5024611.52590,-75.75422588820,45.35901347740
181,ALBANY DR btwn CLINE CRES & EDGELAND PL (__3ZAAOT),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,363209.44476,5025069.04182,-75.75440472820,45.36313167660
182,ALBANY DR btwn EDGELAND PL & AGINCOURT RD (__3ZAAO3),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,363293.19055,5025104.02190,-75.75333166550,45.36343944060
183,ALBANY DR btwn NAVAHO DR & CLINE CRES (__3ZAANU),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363134.37597,5024950.05034,-75.75537694440,45.36206725500
184,ALBERNI ST @ WESSEX RD (0001301),2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363661.67910,5015250.44220,-75.74979927570,45.27474660280
185,ALBERNI ST btwn SUNRIDGE LANE & DEEVY ST (__3ZA5KB),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,363563.67316,5015480.14918,-75.75102107740,45.27682170830
186,ALBERT ST @ BANK ST (0002115),22,5,3,4,5,5,1,0,0,0,0,1,4,2,0,1,0,1,367385.69610,5031423.57360,-75.70029402600,45.41994762170
187,ALBERT ST @ BAY ST (0006357),12,3,2,3,2,2,0,0,0,0,0,0,2,0,0,0,1,1,366942.69540,5031143.58660,-75.70598935240,45.41746787230
188,ALBERT ST @ BOOTH ST (0002162),58,17,12,0,11,18,2,0,0,0,1,1,1,1,0,0,0,0,366428.69320,5030626.56660,-75.71262089780,45.41286133470
189,ALBERT ST @ BRICKHILL ST (0010802),3,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,366625.70430,5030800.56340,-75.71008226280,45.41440953050
190,ALBERT ST @ BRONSON AVE (0002160),14,5,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,366739.70430,5031016.57430,-75.70859872910,45.41634305220
191,ALBERT ST @ COMMISSIONER ST (0002171),10,1,3,1,1,4,2,0,0,0,1,1,0,0,0,0,0,0,366713.69730,5030971.57000,-75.70893664190,45.41594041830
192,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE (0002226),49,10,7,9,12,11,0,0,0,0,0,0,0,0,0,0,0,0,367850.71160,5031711.58140,-75.69431589220,45.42249726730
193,ALBERT ST @ EMPRESS AVE (0010851),16,5,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,366576.70100,5030720.56570,-75.71071832230,45.41369406180
194,ALBERT ST @ KENT ST (OTTAWA) (0003136),25,5,9,3,5,3,0,0,0,0,0,0,3,0,1,1,1,0,367221.69480,5031319.57350,-75.70240256900,45.41902651290
195,ALBERT ST @ LYON ST (0002208),26,9,6,6,3,2,0,0,0,0,0,0,5,1,2,0,1,1,367062.70020,5031219.58390,-75.70444657090,45.41814100430
196,ALBERT ST @ METCALFE ST (0002117),14,1,3,2,3,5,1,0,1,0,0,0,4,0,0,0,2,2,367691.70050,5031613.58190,-75.69636010130,45.42162981340
197,ALBERT ST @ O'CONNOR ST (0002116),17,1,4,2,4,6,0,0,0,0,0,0,1,0,0,0,0,1,367538.70250,5031520.57300,-75.69832678490,45.42080668700
198,ALBERT ST @ PERKINS ST (0002220),2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,366535.69860,5030695.57330,-75.71124526450,45.41347280580
199,ALBERT ST @ PRESTON ST (0002217),32,2,5,9,10,6,0,0,0,0,0,0,0,0,0,0,0,0,366160.69700,5030464.57100,-75.71606470840,45.41142729230
200,ALBERT ST btwn BANK ST & O'CONNOR ST (__3ZA35O),8,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,367462.20355,5031472.07755,-75.69931035740,45.42037719700
201,ALBERT ST btwn BAY ST & LYON ST N (__3ZA33B),8,2,2,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,367002.70190,5031181.57550,-75.70521791510,45.41780435280
202,ALBERT ST btwn BRICKHILL ST & COMMISSIONER ST (__3ZA2GZ),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366689.98790,5030925.49445,-75.70924533130,45.41552794180
203,ALBERT ST btwn BRONSON AVE & BAY ST (__3ZA339),12,3,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,366840.50857,5031081.06263,-75.70730276130,45.41691436820
204,ALBERT ST btwn CITY CENTRE AVE & PRESTON ST (__3ZA32G),2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,366059.03558,5030403.06830,-75.71737104090,45.41088281360
205,ALBERT ST btwn Continuation of ALBERT ST & BOOTH ST (__3ZA2G2),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366362.46411,5030584.93547,-75.71347217210,45.41249257900
206,ALBERT ST btwn ELGIN ST & ELGIN ST (__3ZA350),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,367859.89701,5031714.57890,-75.69419814590,45.42252340990
207,ALBERT ST btwn ELGIN ST & SLATER ST (__3ZA3NJ),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,367943.58435,5031730.39743,-75.69312683750,45.42265819070
208,ALBERT ST btwn KENT ST & BANK ST (__3ZA3CA),16,1,4,6,3,2,0,0,0,0,0,0,1,0,0,0,0,1,367303.70300,5031371.57645,-75.70134820920,45.41948709810
209,ALBERT ST btwn LORNE AVE & PERKINS ST (__3ZA33S),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366514.70110,5030682.57100,-75.71151513770,45.41335766680
210,ALBERT ST btwn LYON ST N & KENT ST (__3ZA3C9),8,0,3,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,367142.51135,5031269.11242,-75.70342062650,45.41857953960
211,ALBERT ST btwn METCALFE ST & ELGIN ST (__3ZA353),11,3,1,4,1,2,0,0,0,0,0,0,2,1,0,0,0,1,367770.69742,5031663.55427,-75.69534437920,45.42207234240
212,ALBERT ST btwn O'CONNOR ST & METCALFE ST (__3ZA35U),7,3,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,367615.20410,5031567.07850,-75.69734341690,45.42121826370
213,ALBERT ST btwn PERKINS ST & TRANSIT (__3ZA33U),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,366556.20110,5030708.07100,-75.71098177710,45.41358344750
214,ALBERT ST btwn PRESTON ST & Continuation of ALBERT ST (__3ZA33O),5,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,366226.70000,5030507.06955,-75.71521624710,45.41180389300
215,ALBERT ST btwn SCOTT ST & CITY CENTRE AVE (1) (__3ZA32WA),3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,365671.87614,5030163.04230,-75.72234646580,45.40875690230
216,ALBERT ST btwn SCOTT ST & CITY CENTRE AVE (2) (__3ZA32WB),3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,365881.76166,5030311.82342,-75.71964693930,45.41007731050
217,ALBERT ST btwn SLATER ST & BRICKHILL ST (__3ZBOG9),2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,366606.55308,5030762.27606,-75.71033172670,45.41406672410
218,ALBERT ST btwn TRANSIT & SLATER ST (__3ZA33V),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366580.70110,5030723.07100,-75.71066690640,45.41371625060
219,ALBION RD    N btwn HEATHERINGTON RD & LILIBET CRES S (__4BTIUG),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371145.51000,5026083.27860,-75.65297529620,45.37155126610
220,ALBION RD    S btwn HUNT CLUB RD & TURN LANE (__5AEE0C),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371875.21960,5024306.64750,-75.64390137780,45.35549630850
221,ALBION RD    S btwn JOHNSTON RD & END (__3ZA1DQ),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371458.18791,5025329.79372,-75.64908548200,45.36474200160
222,ALBION RD    S btwn SOUTHGATE RD & TURN LANE (__5AEE5S),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,371835.66905,5024401.68495,-75.64439322740,45.35635520570
223,ALBION RD    S btwn TURN LANE & ALBION RD (__3ZA9WD),10,5,0,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,371908.12957,5024224.68238,-75.64349251210,45.35475566570
224,ALBION RD @ 210 S OF HIGH RD/EARL ARMSTRONG RD (0012478),2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,374709.62000,5017555.14000,-75.60868270610,45.29447194370
225,ALBION RD @ BADEN AVE/MAASS GT (0012539),2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,372495.73600,5022805.50160,-75.63618794840,45.34192989080
226,ALBION RD @ BANK ST (0012409),36,6,6,8,8,8,1,0,0,1,0,0,2,1,0,1,0,0,371946.72790,5024129.49940,-75.64301286090,45.35389554670
227,ALBION RD @ BRAMPTON RD (0009610),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372178.72840,5023566.51500,-75.64012890930,45.34880775340
228,ALBION RD @ BRIDLE PATH DR (0009630),8,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,372106.72880,5023740.50180,-75.64102396670,45.35038014080
229,ALBION RD @ CAHILL DR (0007499),6,2,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,371725.73100,5024668.51810,-75.64576013390,45.35876658090
230,ALBION RD @ D'AOUST AVE (0009629),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372217.73470,5023470.51580,-75.63964426330,45.34794023700
231,ALBION RD @ DEL ZOTTO AVE (0009359),3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373791.74490,5019723.47400,-75.62008203100,45.31407264420
232,ALBION RD @ DES MESANGES DR (0009628),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,371989.72640,5024019.50880,-75.64247908410,45.35290177020
233,ALBION RD @ FINDLAY CREEK DR (0013587),9,2,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,374010.02490,5019208.54300,-75.61737035090,45.30941798830
234,ALBION RD @ GOTH AVE (0009555),2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,372332.74100,5023198.50950,-75.63821390970,45.34548175320
235,ALBION RD @ HEATHERINGTON RD (0011316),2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,371119.72670,5026146.53410,-75.65329593920,45.37212285760
236,ALBION RD @ HIGH RD (0004208),3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,374626.75520,5017746.47310,-75.60971212870,45.29620173530
237,ALBION RD @ HUNT CLUB RD (0006974),67,19,14,15,13,6,0,0,0,0,0,0,0,0,0,0,0,0,371867.73370,5024320.51780,-75.64399502990,45.35562182480
238,ALBION RD @ JOHNSTON RD (0006883),3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,371502.72910,5025225.51520,-75.64853103770,45.36379950270
239,ALBION RD @ KITCHENER AVE (0012080),4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,371219.72930,5025903.53070,-75.65205202100,45.36992692660
240,ALBION RD @ LESTER RD (0004175),34,5,9,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,372694.74320,5022332.49590,-75.63371377240,45.33765471500
241,ALBION RD @ MAPLE KEY PRIV (0013579),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372626.74900,5022492.30000,-75.63455932300,45.33909915470
242,ALBION RD @ MCMAHON AVE (0008709),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,372362.74010,5023122.51220,-75.63784151480,45.34479506650
243,ALBION RD @ MITCH OWENS RD (0004212),45,6,2,9,8,20,0,0,0,0,0,0,0,0,0,0,0,0,375906.75410,5014804.44910,-75.59381578510,45.26960206100
244,ALBION RD @ QUINN RD/FENTON RD (0003552),2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,373630.73770,5020104.49080,-75.62208232980,45.31751670770
245,ALBION RD @ RIDEAU RD (0009356),17,2,1,4,6,4,1,0,0,0,1,0,0,0,0,0,0,0,375092.75220,5016674.45970,-75.60392332960,45.28650965580
246,ALBION RD @ RIDGEDALE ST (0009569),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372400.74010,5023034.51370,-75.63736868350,45.34399962480
247,ALBION RD @ ROSEBELLA AVE (0009551),3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372386.74270,5023064.50660,-75.63754318150,45.34427083950
248,ALBION RD @ SOUTHGATE RD/ROYAL OAK CRT (0006985),3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,371817.72420,5024443.51970,-75.64461656920,45.35673333540
249,ALBION RD @ WYLDEWOOD ST (0009604),5,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,372292.73660,5023293.50870,-75.63871138530,45.34634037410
250,ALBION RD btwn 210 S OF HIGH RD/EARL ARMSTRONG RD/RIDEAU CARLETON RACE (__3ZA3S0B),6,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,374903.31101,5017109.99726,-75.60627644550,45.29044740100
251,ALBION RD btwn ALBION RD S & BANK ST (__3ZA2PX),5,0,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,371940.72700,5024143.07905,-75.64308759710,45.35401830670
252,ALBION RD btwn BADEN AVE & ALADDIN LANE (__3ZA8OL),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,372540.35464,5022698.55137,-75.63563331450,45.34096328210
253,ALBION RD btwn BANK ST & DES MESANGES DR (__3ZBORZ),11,1,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,371967.27531,5024074.13666,-75.64275816700,45.35339544420
254,ALBION RD btwn BRAMPTON RD & D'AOUST AVE (__3ZBORJ),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372198.23400,5023518.50945,-75.63988655400,45.34837394210
255,ALBION RD btwn COLLISTON CRES & LILIBET CRES (__4BSGQS),3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,371067.43055,5026273.01305,-75.65394656130,45.37326581900
256,ALBION RD btwn DEL ZOTTO AVE & HIGH RD (__3ZBOF9),16,2,6,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,374209.46933,5018735.06840,-75.61489346530,45.30513814000
257,ALBION RD btwn DES MESANGES DR & FORGE ST (__3ZA9W0),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372032.73290,5023916.01250,-75.64194434070,45.35196642400
258,ALBION RD btwn EMERALD GATE AVE & QUEENSDALE AVE (__3ZA8OS),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372439.23590,5022940.50490,-75.63689036110,45.34315005470
259,ALBION RD btwn HIGH RD/EARL ARMSTRONG RD & 210 S OF HIGH RD/EARL ARMST (__3ZA3S0A),3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,374670.50529,5017646.09775,-75.60916852660,45.29529424250
260,ALBION RD btwn KILLYMOON WAY & MITCH OWENS RD (__3ZA3TS),4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,375844.77992,5014946.29846,-75.59458519120,45.27088463880
261,ALBION RD btwn LEITRIM RD & QUINN RD (__3ZA3SC),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373565.00596,5020262.48483,-75.62289868790,45.31894472590
262,ALBION RD btwn LESTER RD & LEITRIM RD (__3ZA3SQ),36,12,6,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,373095.20227,5021375.49096,-75.62873685770,45.32900504770
263,ALBION RD btwn MASSICOTTE LANE & BRAMPTON RD (__3ZBOR1),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372154.56923,5023625.64130,-75.64042913550,45.34934207230
264,ALBION RD btwn QUEENSDALE AVE & MORY ST (__3ZBOZP),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372455.73590,5022901.50490,-75.63668517080,45.34279755470
265,ALBION RD btwn QUINN RD & DEL ZOTTO AVE (__3ZA3SA),4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,373711.44124,5019914.31163,-75.62107955530,45.31579762280
266,ALBION RD btwn RIDEAU RD & TULLAMORE ST (__5RGNIJ),16,1,1,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,375369.49025,5016038.18623,-75.60048645210,45.28075694860
267,ALBION RD btwn WYLDEWOOD ST & GOTH AVE (__3ZA9WP),2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372312.73510,5023246.00750,-75.63846269300,45.34591104990
268,ALBION RD/COLLISTON CRES E @ WALKLEY RD (0011422),31,6,6,6,7,6,0,0,0,0,0,0,4,1,1,2,0,0,371033.72970,5026354.53420,-75.65436585000,45.37400250380
269,ALBURY CRES N @ DELAMERE DR N (0000328),1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,349188.58460,5013424.42590,-75.93441368620,45.25937808110
270,ALCIDE AVE @ ROCKDALE RD (0004673),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,394762.86510,5024415.45700,-75.35181201750,45.35391245370
271,ALDBURN PL @ ABBEYHILL DR (0003646),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,353285.62370,5017353.44520,-75.88182957510,45.29446200200
272,ALDEA AVE btwn CLOVER ST & LASALLE ST (__3ZA86C),2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369298.21700,5027019.53810,-75.67643468670,45.38014789990
273,ALDERCREST DR @ VIEWMOUNT DR (0001053),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,364428.69850,5022642.49580,-75.73913497730,45.34119526920
